keyword,cluster,product_relevance,wordstat_broad,frequency_type,demand_scope,source_seed,region,device,collected_at,source_url
оппозиция в синастрии,synastry,RELEVANT,1978,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
sotis online натальная карта,natal,RELEVANT,1959,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
совместимость знаков зодиака овен женщина,compatibility,RELEVANT,1959,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
когда выйдет натальная карта,natal,RELEVANT,1948,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
совместимость знаков зодиака женщина водолей,compatibility,RELEVANT,1944,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость знака зодиака стрельца мужчина,compatibility,RELEVANT,1939,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость знаков зодиака телец мужчина,compatibility,RELEVANT,1939,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость знаков зодиака козерог мужчина,compatibility,RELEVANT,1926,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
джойтиш натальная карта,natal,RELEVANT,1922,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
нептун в натальной карте,natal,RELEVANT,1917,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
совместимость знаков зодиака дева женщина,compatibility,RELEVANT,1915,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость знаков зодиака близнецы женщина,compatibility,RELEVANT,1913,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
натальная карта ретроградный,natal,RELEVANT,1907,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
синастрия карта,synastry,RELEVANT,1907,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
геокульт натальная карта рассчитать,natal,RELEVANT,1902,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
натальная карта какой дом,natal,RELEVANT,1880,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
совместимость знаков зодиака весы женщина,compatibility,RELEVANT,1880,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
натальная карта дева,natal,RELEVANT,1846,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
совместимость между знаками зодиака,compatibility,RELEVANT,1843,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость знаков зодиака козерог женщина,compatibility,RELEVANT,1835,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость знаков зодиака телец женщина,compatibility,RELEVANT,1822,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
за что отвечают дома в натальной карте,natal,RELEVANT,1808,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
аспекты в натальной карте,natal,RELEVANT,1807,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
натальная карта com,natal,RELEVANT,1802,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
бурунов натальная карта,natal,RELEVANT,1794,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
натальная карта бурунова,natal,RELEVANT,1793,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
совместимость знаков зодиака стрелец женщина,compatibility,RELEVANT,1792,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
натальная карта с азаматом,natal,RELEVANT,1785,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
астрология сегодня,astrology,RELEVANT,1769,broad,Yandex external demand proxy,астрология,Россия,Смартфоны,2026-07-29T18:51:01.061Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F
натальная карта на год,natal,RELEVANT,1765,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
натальная карта ребенка,natal,RELEVANT,1739,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
натальная синастрия,synastry,RELEVANT,1729,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
натальная карта овен,natal,RELEVANT,1727,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
астрология по дате рождения,astrology,RELEVANT,1715,broad,Yandex external demand proxy,астрология,Россия,Смартфоны,2026-07-29T18:51:01.061Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F
совместимость знаков зодиака между женщинами,compatibility,RELEVANT,1712,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
гороскоп натальная карта,natal,RELEVANT,1707,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
солнце соединение солнце синастрии,synastry,RELEVANT,1703,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
соединение лун в синастрии,synastry,RELEVANT,1682,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
составить натальную карту онлайн,natal,RELEVANT,1677,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
совместимость по знаку зодиака между мужчиной,compatibility,RELEVANT,1676,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
натальная карта соляр,natal,RELEVANT,1670,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
песня астрология,astrology,RELEVANT,1666,broad,Yandex external demand proxy,астрология,Россия,Смартфоны,2026-07-29T18:51:01.061Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F
астрология львов,astrology,RELEVANT,1658,broad,Yandex external demand proxy,астрология,Россия,Смартфоны,2026-07-29T18:51:01.061Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F
полная натальная карта,natal,RELEVANT,1654,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
лев астрология,astrology,RELEVANT,1650,broad,Yandex external demand proxy,астрология,Россия,Смартфоны,2026-07-29T18:51:01.061Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F
натальная карта синастрия,natal,RELEVANT,1646,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
венера в натальной карте женщины,natal,RELEVANT,1638,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
оппозиция в натальной карте,natal,RELEVANT,1626,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
астрология точка,astrology,RELEVANT,1626,broad,Yandex external demand proxy,астрология,Россия,Смартфоны,2026-07-29T18:51:01.061Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F
натальная карта сайт,natal,RELEVANT,1614,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
луна в астрологии,astrology,RELEVANT,1607,broad,Yandex external demand proxy,астрология,Россия,Смартфоны,2026-07-29T18:51:01.061Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F
что значит астрология,astrology,RELEVANT,1600,broad,Yandex external demand proxy,астрология,Россия,Смартфоны,2026-07-29T18:51:01.061Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F
натальная карта джабраилов,natal,RELEVANT,1599,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
натальная карта online ru,natal,RELEVANT,1595,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
натальная карта бузову,natal,RELEVANT,1585,broad,Yandex external demand proxy,натальная карта,Россия,Смартфоны,2026-07-29T18:50:57.081Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D0%BD%D0%B0%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%B0
